"date","home.team","away.team","home.score","away.score"
2018-04-09,"Villarreal","Ath Bilbao",1,3
2018-04-13,"Girona","Betis",0,1
2018-04-14,"Ath Bilbao","La Coruna",2,3
2018-04-14,"Barcelona","Valencia",2,1
2018-04-14,"Las Palmas","Sociedad",0,1
2018-04-14,"Leganes","Celta",1,0
2018-04-14,"Sevilla","Villarreal",2,2
2018-04-15,"Ath Madrid","Levante",3,0
2018-04-15,"Eibar","Alaves",0,1
2018-04-15,"Getafe","Espanol",1,0
2018-04-15,"Malaga","Real Madrid",1,2
2018-04-17,"Celta","Barcelona",2,2
2018-04-17,"La Coruna","Sevilla",0,0
2018-04-17,"Villarreal","Leganes",2,1
2018-04-18,"Espanol","Eibar",0,1
2018-04-18,"Real Madrid","Ath Bilbao",1,1
2018-04-18,"Valencia","Getafe",1,2
2018-04-19,"Alaves","Girona",1,2
2018-04-19,"Betis","Las Palmas",1,0
2018-04-19,"Levante","Malaga",1,0
2018-04-19,"Sociedad","Ath Madrid",3,0
2018-04-20,"Leganes","La Coruna",0,0
2018-04-21,"Celta","Valencia",1,1
2018-04-21,"Eibar","Getafe",0,1
2018-04-22,"Ath Madrid","Betis",0,0
2018-04-22,"Girona","Espanol",0,2
2018-04-22,"Las Palmas","Alaves",0,4
2018-04-22,"Malaga","Sociedad",2,0
2018-04-23,"Ath Bilbao","Levante",1,3
2018-04-27,"Levante","Sevilla",2,1
2018-04-28,"Espanol","Las Palmas",1,1
2018-04-28,"Real Madrid","Leganes",2,1
2018-04-28,"Sociedad","Ath Bilbao",3,1
2018-04-28,"Villarreal","Celta",4,1
2018-04-29,"Alaves","Ath Madrid",0,1
2018-04-29,"Getafe","Girona",1,1
2018-04-29,"La Coruna","Barcelona",2,4
2018-04-29,"Valencia","Eibar",0,0
2018-04-30,"Betis","Malaga",2,1
2018-05-04,"Sevilla","Sociedad",1,0
2018-05-05,"Ath Bilbao","Betis",2,0
2018-05-05,"Celta","La Coruna",1,1
2018-05-05,"Girona","Eibar",1,4
2018-05-05,"Villarreal","Valencia",1,0
2018-05-06,"Ath Madrid","Espanol",0,2
2018-05-06,"Barcelona","Real Madrid",2,2
2018-05-06,"Las Palmas","Getafe",0,1
2018-05-06,"Malaga","Alaves",0,3
2018-05-07,"Leganes","Levante",0,3
2018-05-09,"Barcelona","Villarreal",5,1
2018-05-09,"Sevilla","Real Madrid",3,2
2018-05-12,"Alaves","Ath Bilbao",3,1
2018-05-12,"Betis","Sevilla",2,2
2018-05-12,"Eibar","Las Palmas",1,0
2018-05-12,"Getafe","Ath Madrid",0,1
2018-05-12,"Girona","Valencia",0,1
2018-05-12,"La Coruna","Villarreal",2,4
2018-05-12,"Real Madrid","Celta",6,0
2018-05-12,"Sociedad","Leganes",3,2
2018-05-13,"Espanol","Malaga",4,1
2018-05-13,"Levante","Barcelona",5,4
2018-05-19,"Celta","Levante",4,2
2018-05-19,"Las Palmas","Girona",1,2
2018-05-19,"Leganes","Betis",3,2
2018-05-19,"Malaga","Getafe",0,1
2018-05-19,"Sevilla","Alaves",1,0
2018-05-19,"Villarreal","Real Madrid",2,2
2018-05-20,"Ath Bilbao","Espanol",0,1
2018-05-20,"Ath Madrid","Eibar",2,2
2018-05-20,"Barcelona","Sociedad",1,0
2018-05-20,"Valencia","La Coruna",2,1
2020-08-17,"Betis","Levante",0,3
2020-08-17,"Girona","Valladolid",0,0
2020-08-18,"Barcelona","Alaves",3,0
2020-08-18,"Celta","Espanol",1,1
2020-08-18,"Villarreal","Sociedad",1,2
2020-08-19,"Eibar","Huesca",1,2
2020-08-19,"Real Madrid","Getafe",2,0
2020-08-19,"Vallecano","Sevilla",1,4
2020-08-20,"Ath Bilbao","Leganes",2,1
2020-08-20,"Valencia","Ath Madrid",1,1
2020-08-24,"Getafe","Eibar",2,0
2020-08-24,"Leganes","Sociedad",2,2
2020-08-25,"Alaves","Betis",0,0
2020-08-25,"Ath Madrid","Vallecano",1,0
2020-08-25,"Valladolid","Barcelona",0,1
2020-08-26,"Espanol","Valencia",2,0
2020-08-26,"Girona","Real Madrid",1,4
2020-08-26,"Sevilla","Villarreal",0,0
2020-08-27,"Ath Bilbao","Huesca",2,2
2020-08-27,"Levante","Celta",1,2
2020-08-31,"Eibar","Sociedad",2,1
2020-08-31,"Getafe","Valladolid",0,0
2020-08-31,"Villarreal","Girona",0,1
2020-09-01,"Celta","Ath Madrid",2,0
2020-09-01,"Real Madrid","Leganes",4,1
2020-09-02,"Alaves","Espanol",2,1
2020-09-02,"Barcelona","Huesca",8,2
2020-09-02,"Betis","Sevilla",1,0
2020-09-02,"Levante","Valencia",2,2
2020-09-14,"Huesca","Vallecano",0,1
2020-09-15,"Ath Bilbao","Real Madrid",1,1
2020-09-15,"Ath Madrid","Eibar",1,1
2020-09-15,"Sociedad","Barcelona",1,2
2020-09-15,"Valencia","Betis",0,0
2020-09-16,"Espanol","Levante",1,0
2020-09-16,"Leganes","Villarreal",0,1
2020-09-16,"Sevilla","Getafe",0,2
2020-09-16,"Valladolid","Alaves",0,1
2020-09-17,"Girona","Celta",3,2
2020-09-21,"Huesca","Sociedad",0,1
2020-09-22,"Celta","Valladolid",3,3
2020-09-22,"Eibar","Leganes",1,0
2020-09-22,"Getafe","Ath Madrid",0,2
2020-09-22,"Real Madrid","Espanol",1,0
2020-09-22,"Vallecano","Alaves",1,5
2020-09-23,"Barcelona","Girona",2,2
2020-09-23,"Betis","Ath Bilbao",2,2
2020-09-23,"Levante","Sevilla",2,6
2020-09-23,"Villarreal","Valencia",0,0
2020-09-25,"Ath Madrid","Huesca",3,0
2020-09-25,"Espanol","Eibar",1,0
2020-09-25,"Sociedad","Vallecano",2,2
2020-09-26,"Ath Bilbao","Villarreal",0,3
2020-09-26,"Leganes","Barcelona",2,1
2020-09-26,"Sevilla","Real Madrid",3,0
2020-09-26,"Valencia","Celta",1,1
2020-09-27,"Alaves","Getafe",1,1
2020-09-27,"Girona","Betis",0,1
2020-09-27,"Valladolid","Levante",2,1
2020-09-28,"Vallecano","Espanol",2,2
2020-09-29,"Barcelona","Ath Bilbao",1,1
2020-09-29,"Eibar","Sevilla",1,3
2020-09-29,"Real Madrid","Ath Madrid",0,0
2020-09-29,"Sociedad","Valencia",0,1
2020-09-30,"Betis","Leganes",1,0
2020-09-30,"Huesca","Girona",1,1
2020-09-30,"Levante","Alaves",2,1
2020-09-30,"Villarreal","Valladolid",0,1
2020-10-01,"Celta","Getafe",1,1
2020-10-05,"Ath Bilbao","Sociedad",1,3
2020-10-06,"Alaves","Real Madrid",1,0
2020-10-06,"Getafe","Levante",0,1
2020-10-06,"Girona","Eibar",2,3
2020-10-06,"Leganes","Vallecano",1,0
2020-10-07,"Ath Madrid","Betis",1,0
2020-10-07,"Espanol","Villarreal",3,1
2020-10-07,"Sevilla","Celta",2,1
2020-10-07,"Valencia","Barcelona",1,1
2020-10-07,"Valladolid","Huesca",1,0
2020-10-19,"Celta","Alaves",0,1
2020-10-20,"Barcelona","Sevilla",4,2
2020-10-20,"Real Madrid","Levante",1,2
2020-10-20,"Valencia","Leganes",1,1
2020-10-20,"Villarreal","Ath Madrid",1,1
2020-10-21,"Betis","Valladolid",0,1
2020-10-21,"Eibar","Ath Bilbao",1,1
2020-10-21,"Huesca","Espanol",0,2
2020-10-21,"Vallecano","Getafe",1,2
2020-10-22,"Sociedad","Girona",0,0
2020-10-24,"Vallecano","Ath Bilbao",1,1
2020-10-26,"Valladolid","Espanol",1,1
2020-10-27,"Ath Bilbao","Valencia",0,0
2020-10-27,"Ath Madrid","Sociedad",2,0
2020-10-27,"Celta","Eibar",4,0
2020-10-27,"Girona","Vallecano",2,1
2020-10-27,"Levante","Leganes",2,0
2020-10-28,"Alaves","Villarreal",2,1
2020-10-28,"Barcelona","Real Madrid",5,1
2020-10-28,"Getafe","Betis",2,0
2020-10-28,"Sevilla","Huesca",2,1
2020-11-03,"Leganes","Ath Madrid",1,1
2020-11-03,"Real Madrid","Valladolid",2,0
2020-11-03,"Valencia","Girona",0,1
2020-11-03,"Vallecano","Barcelona",2,3
2020-11-04,"Betis","Celta",3,3
2020-11-04,"Eibar","Alaves",2,1
2020-11-04,"Huesca","Getafe",1,1
2020-11-04,"Sociedad","Sevilla",0,0
2020-11-04,"Villarreal","Levante",1,1
2020-11-05,"Espanol","Ath Bilbao",1,0
2020-11-09,"Levante","Sociedad",1,3
2020-11-10,"Ath Madrid","Ath Bilbao",3,2
2020-11-10,"Getafe","Valencia",0,1
2020-11-10,"Girona","Leganes",0,0
2020-11-10,"Valladolid","Eibar",0,0
2020-11-11,"Alaves","Huesca",2,1
2020-11-11,"Barcelona","Betis",3,4
2020-11-11,"Celta","Real Madrid",2,4
2020-11-11,"Sevilla","Espanol",2,1
2020-11-11,"Vallecano","Villarreal",2,2
2020-11-23,"Leganes","Alaves",1,0
2020-11-24,"Ath Madrid","Barcelona",1,1
2020-11-24,"Eibar","Real Madrid",3,0
2020-11-24,"Huesca","Levante",2,2
2020-11-24,"Valencia","Vallecano",3,0
2020-11-25,"Ath Bilbao","Getafe",1,1
2020-11-25,"Espanol","Girona",1,3
2020-11-25,"Sevilla","Valladolid",1,0
2020-11-25,"Villarreal","Betis",2,1
2020-11-26,"Sociedad","Celta",2,1
2020-11-30,"Vallecano","Eibar",1,0
2020-12-01,"Celta","Huesca",2,0
2020-12-01,"Getafe","Espanol",3,0
2020-12-01,"Real Madrid","Valencia",2,0
2020-12-01,"Valladolid","Leganes",2,4
2020-12-02,"Alaves","Sevilla",1,1
2020-12-02,"Barcelona","Villarreal",2,0
2020-12-02,"Betis","Sociedad",1,0
2020-12-02,"Girona","Ath Madrid",1,1
2020-12-03,"Levante","Ath Bilbao",3,0
2020-12-07,"Leganes","Getafe",1,1
2020-12-08,"Ath Madrid","Alaves",3,0
2020-12-08,"Espanol","Barcelona",0,4
2020-12-08,"Valencia","Sevilla",1,1
2020-12-08,"Villarreal","Celta",2,3
2020-12-09,"Betis","Vallecano",2,0
2020-12-09,"Eibar","Levante",4,4
2020-12-09,"Huesca","Real Madrid",0,1
2020-12-09,"Sociedad","Valladolid",1,2
2020-12-10,"Ath Bilbao","Girona",1,0
2020-12-14,"Celta","Leganes",0,0
2020-12-15,"Eibar","Valencia",1,1
2020-12-15,"Getafe","Sociedad",1,0
2020-12-15,"Real Madrid","Vallecano",1,0
2020-12-15,"Valladolid","Ath Madrid",2,3
2020-12-16,"Espanol","Betis",1,3
2020-12-16,"Huesca","Villarreal",2,2
2020-12-16,"Levante","Barcelona",0,5
2020-12-16,"Sevilla","Girona",2,0
2020-12-17,"Alaves","Ath Bilbao",0,0
2020-12-21,"Girona","Getafe",1,1
2020-12-21,"Sociedad","Alaves",0,1
2020-12-22,"Ath Bilbao","Valladolid",1,1
2020-12-22,"Ath Madrid","Espanol",1,0
2020-12-22,"Barcelona","Celta",2,0
2020-12-22,"Betis","Eibar",1,1
2020-12-23,"Leganes","Sevilla",1,1
2020-12-23,"Valencia","Huesca",2,1
2020-12-23,"Vallecano","Levante",2,1
2020-01-03,"Villarreal","Real Madrid",2,2
2020-01-04,"Espanol","Leganes",1,0
2020-01-04,"Levante","Girona",2,2
2020-01-05,"Alaves","Valencia",2,1
2020-01-05,"Huesca","Betis",2,1
2020-01-05,"Valladolid","Vallecano",0,1
2020-01-06,"Eibar","Villarreal",0,0
2020-01-06,"Getafe","Barcelona",1,2
2020-01-06,"Real Madrid","Sociedad",0,2
2020-01-06,"Sevilla","Ath Madrid",1,1
2020-01-07,"Celta","Ath Bilbao",1,2
2020-01-11,"Vallecano","Celta",4,2
2020-01-12,"Girona","Alaves",1,1
2020-01-12,"Leganes","Huesca",1,0
2020-01-12,"Valencia","Valladolid",1,1
2020-01-12,"Villarreal","Getafe",1,2
2020-01-13,"Ath Bilbao","Sevilla",2,0
2020-01-13,"Ath Madrid","Levante",1,0
2020-01-13,"Barcelona","Eibar",3,0
2020-01-13,"Betis","Real Madrid",1,2
2020-01-14,"Sociedad","Espanol",3,2
2020-01-18,"Getafe","Alaves",4,0
2020-01-19,"Celta","Valencia",1,2
2020-01-19,"Huesca","Ath Madrid",0,3
2020-01-19,"Real Madrid","Sevilla",2,0
2020-01-20,"Barcelona","Leganes",3,1
2020-01-20,"Betis","Girona",3,2
2020-01-20,"Levante","Valladolid",2,0
2020-01-20,"Vallecano","Sociedad",2,2
2020-01-20,"Villarreal","Ath Bilbao",1,1
2020-01-21,"Eibar","Espanol",3,0
2020-01-26,"Ath Madrid","Getafe",2,0
2020-01-26,"Leganes","Eibar",2,2
2020-01-26,"Sevilla","Levante",5,0
2020-01-26,"Valencia","Villarreal",3,0
2020-01-27,"Ath Bilbao","Betis",1,0
2020-01-27,"Espanol","Real Madrid",2,4
2020-01-27,"Girona","Barcelona",0,2
2020-01-27,"Sociedad","Huesca",0,0
2020-01-27,"Valladolid","Celta",2,1
2020-01-28,"Alaves","Vallecano",0,1
2020-02-01,"Huesca","Valladolid",4,0
2020-02-02,"Barcelona","Valencia",2,2
2020-02-02,"Celta","Sevilla",1,0
2020-02-02,"Levante","Getafe",0,0
2020-02-02,"Sociedad","Ath Bilbao",2,1
2020-02-03,"Betis","Ath Madrid",1,0
2020-02-03,"Eibar","Girona",3,0
2020-02-03,"Real Madrid","Alaves",3,0
2020-02-03,"Villarreal","Espanol",2,2
2020-02-04,"Vallecano","Leganes",1,2
2020-02-08,"Valladolid","Villarreal",0,0
2020-02-09,"Ath Madrid","Real Madrid",1,3
2020-02-09,"Espanol","Vallecano",2,1
2020-02-09,"Getafe","Celta",3,1
2020-02-09,"Girona","Huesca",0,2
2020-02-10,"Ath Bilbao","Barcelona",0,0
2020-02-10,"Leganes","Betis",3,0
2020-02-10,"Sevilla","Eibar",2,2
2020-02-10,"Valencia","Sociedad",0,0
2020-02-11,"Alaves","Levante",2,0
2020-02-15,"Eibar","Getafe",2,2
2020-02-16,"Barcelona","Valladolid",1,0
2020-02-16,"Celta","Levante",1,4
2020-02-16,"Sociedad","Leganes",3,0
2020-02-16,"Vallecano","Ath Madrid",0,1
2020-02-17,"Betis","Alaves",1,1
2020-02-17,"Real Madrid","Girona",1,2
2020-02-17,"Valencia","Espanol",0,0
2020-02-17,"Villarreal","Sevilla",3,0
2020-02-18,"Huesca","Ath Bilbao",0,1
2020-02-22,"Espanol","Huesca",1,1
2020-02-23,"Alaves","Celta",0,0
2020-02-23,"Ath Bilbao","Eibar",1,0
2020-02-23,"Getafe","Vallecano",2,1
2020-02-23,"Sevilla","Barcelona",2,4
2020-02-24,"Ath Madrid","Villarreal",2,0
2020-02-24,"Leganes","Valencia",1,1
2020-02-24,"Levante","Real Madrid",1,2
2020-02-24,"Valladolid","Betis",0,2
2020-02-25,"Girona","Sociedad",0,0
2020-03-01,"Vallecano","Girona",0,2
2020-03-02,"Espanol","Valladolid",3,1
2020-03-02,"Huesca","Sevilla",2,1
2020-03-02,"Real Madrid","Barcelona",0,1
2020-03-02,"Villarreal","Alaves",1,2
2020-03-03,"Betis","Getafe",1,2
2020-03-03,"Eibar","Celta",1,0
2020-03-03,"Sociedad","Ath Madrid",0,2
2020-03-03,"Valencia","Ath Bilbao",2,0
2020-03-04,"Leganes","Levante",1,0
2020-03-08,"Ath Bilbao","Espanol",1,1
2020-03-09,"Alaves","Eibar",1,1
2020-03-09,"Ath Madrid","Leganes",1,0
2020-03-09,"Barcelona","Vallecano",3,1
2020-03-09,"Getafe","Huesca",2,1
2020-03-10,"Celta","Betis",0,1
2020-03-10,"Girona","Valencia",2,3
2020-03-10,"Levante","Villarreal",0,2
2020-03-10,"Sevilla","Sociedad",5,2
2020-03-10,"Valladolid","Real Madrid",1,4
2020-03-15,"Sociedad","Levante",1,1
2020-03-16,"Ath Bilbao","Ath Madrid",2,0
2020-03-16,"Huesca","Alaves",1,3
2020-03-16,"Leganes","Girona",0,2
2020-03-16,"Real Madrid","Celta",2,0
2020-03-17,"Betis","Barcelona",1,4
2020-03-17,"Eibar","Valladolid",1,2
2020-03-17,"Espanol","Sevilla",0,1
2020-03-17,"Valencia","Getafe",0,0
2020-03-17,"Villarreal","Vallecano",3,1
2020-03-29,"Girona","Ath Bilbao",1,2
2020-03-30,"Alaves","Ath Madrid",0,4
2020-03-30,"Barcelona","Espanol",2,0
2020-03-30,"Celta","Villarreal",3,2
2020-03-30,"Getafe","Leganes",0,2
2020-03-31,"Levante","Eibar",2,2
2020-03-31,"Real Madrid","Huesca",3,2
2020-03-31,"Sevilla","Valencia",0,1
2020-03-31,"Valladolid","Sociedad",1,1
2020-03-31,"Vallecano","Betis",1,1
2020-04-02,"Ath Madrid","Girona",2,0
2020-04-02,"Espanol","Getafe",1,1
2020-04-02,"Villarreal","Barcelona",4,4
2020-04-03,"Ath Bilbao","Levante",3,2
2020-04-03,"Eibar","Vallecano",2,1
2020-04-03,"Huesca","Celta",3,3
2020-04-03,"Valencia","Real Madrid",2,1
2020-04-04,"Leganes","Valladolid",1,0
2020-04-04,"Sevilla","Alaves",2,0
2020-04-04,"Sociedad","Betis",2,1
2020-04-06,"Barcelona","Ath Madrid",2,0
2020-04-06,"Girona","Espanol",1,2
2020-04-06,"Real Madrid","Eibar",2,1
2020-04-06,"Vallecano","Valencia",2,0
2020-04-07,"Alaves","Leganes",1,1
2020-04-07,"Betis","Villarreal",2,1
2020-04-07,"Celta","Sociedad",3,1
2020-04-07,"Getafe","Ath Bilbao",1,0
2020-04-07,"Levante","Huesca",2,2
2020-04-07,"Valladolid","Sevilla",0,2
2020-04-13,"Ath Madrid","Celta",2,0
2020-04-13,"Espanol","Alaves",2,1
2020-04-13,"Huesca","Barcelona",0,0
2020-04-13,"Sevilla","Betis",3,2
2020-04-14,"Ath Bilbao","Vallecano",3,2
2020-04-14,"Girona","Villarreal",0,1
2020-04-14,"Sociedad","Eibar",1,1
2020-04-14,"Valencia","Levante",3,1
2020-04-14,"Valladolid","Getafe",2,2
2020-04-15,"Leganes","Real Madrid",1,1
2020-04-19,"Alaves","Valladolid",2,2
2020-04-20,"Barcelona","Sociedad",2,1
2020-04-20,"Celta","Girona",2,1
2020-04-20,"Eibar","Ath Madrid",0,1
2020-04-20,"Vallecano","Huesca",0,0
2020-04-21,"Betis","Valencia",1,2
2020-04-21,"Getafe","Sevilla",3,0
2020-04-21,"Levante","Espanol",2,2
2020-04-21,"Real Madrid","Ath Bilbao",3,0
2020-04-21,"Villarreal","Leganes",2,1
2020-04-23,"Alaves","Barcelona",0,2
2020-04-23,"Huesca","Eibar",2,0
2020-04-23,"Valladolid","Girona",1,0
2020-04-24,"Ath Madrid","Valencia",3,2
2020-04-24,"Espanol","Celta",1,1
2020-04-24,"Leganes","Ath Bilbao",0,1
2020-04-24,"Levante","Betis",4,0
2020-04-25,"Getafe","Real Madrid",0,0
2020-04-25,"Sevilla","Vallecano",5,0
2020-04-25,"Sociedad","Villarreal",0,1
2020-04-27,"Ath Bilbao","Alaves",1,1
2020-04-27,"Ath Madrid","Valladolid",1,0
2020-04-27,"Barcelona","Levante",1,0
2020-04-27,"Leganes","Celta",0,0
2020-04-28,"Girona","Sevilla",1,0
2020-04-28,"Sociedad","Getafe",2,1
2020-04-28,"Valencia","Eibar",0,1
2020-04-28,"Vallecano","Real Madrid",1,0
2020-04-28,"Villarreal","Huesca",1,1
2020-04-29,"Betis","Espanol",1,1
2020-05-03,"Sevilla","Leganes",0,3
2020-05-04,"Alaves","Sociedad",0,1
2020-05-04,"Celta","Barcelona",2,0
2020-05-04,"Espanol","Ath Madrid",3,0
2020-05-04,"Levante","Vallecano",4,1
2020-05-05,"Eibar","Betis",1,0
2020-05-05,"Getafe","Girona",2,0
2020-05-05,"Huesca","Valencia",2,6
2020-05-05,"Real Madrid","Villarreal",3,2
2020-05-05,"Valladolid","Ath Bilbao",1,0
2020-05-12,"Ath Bilbao","Celta",3,1
2020-05-12,"Ath Madrid","Sevilla",1,1
2020-05-12,"Barcelona","Getafe",2,0
2020-05-12,"Betis","Huesca",2,1
2020-05-12,"Girona","Levante",1,2
2020-05-12,"Leganes","Espanol",0,2
2020-05-12,"Sociedad","Real Madrid",3,1
2020-05-12,"Valencia","Alaves",3,1
2020-05-12,"Vallecano","Valladolid",1,2
2020-05-12,"Villarreal","Eibar",1,0
2020-05-18,"Alaves","Girona",2,1
2020-05-18,"Celta","Vallecano",2,2
2020-05-18,"Espanol","Sociedad",2,0
2020-05-18,"Getafe","Villarreal",2,2
2020-05-18,"Huesca","Leganes",2,1
2020-05-18,"Levante","Ath Madrid",2,2
2020-05-18,"Sevilla","Ath Bilbao",2,0
2020-05-18,"Valladolid","Valencia",0,2
2020-05-19,"Eibar","Barcelona",2,2
2020-05-19,"Real Madrid","Betis",0,2
2020-08-16,"Ath Bilbao","Barcelona",1,0
2020-08-17,"Celta","Real Madrid",1,3
2020-08-17,"Valencia","Sociedad",1,1
2020-08-17,"Mallorca","Eibar",2,1
2020-08-17,"Leganes","Osasuna",0,1
2020-08-17,"Villarreal","Granada",4,4
2020-08-18,"Alaves","Levante",1,0
2020-08-18,"Espanol","Sevilla",0,2
2020-08-18,"Betis","Valladolid",1,2
2020-08-18,"Ath Madrid","Getafe",1,0
2020-08-23,"Granada","Sevilla",0,1
2020-08-23,"Levante","Villarreal",2,1
2020-08-24,"Osasuna","Eibar",0,0
2020-08-24,"Real Madrid","Valladolid",1,1
2020-08-24,"Celta","Valencia",1,0
2020-08-24,"Getafe","Ath Bilbao",1,1
2020-08-25,"Alaves","Espanol",0,0
2020-08-25,"Mallorca","Sociedad",0,1
2020-08-25,"Leganes","Ath Madrid",0,1
2020-08-25,"Barcelona","Betis",5,2
2020-08-30,"Sevilla","Celta",1,1
2020-08-30,"Ath Bilbao","Sociedad",2,0
2020-08-31,"Osasuna","Barcelona",2,2
2020-08-31,"Getafe","Alaves",1,1
2020-08-31,"Levante","Valladolid",2,0
2020-08-31,"Betis","Leganes",2,1
2020-09-01,"Valencia","Mallorca",2,0
2020-09-01,"Ath Madrid","Eibar",3,2
2020-09-01,"Espanol","Granada",0,3
2020-09-01,"Villarreal","Real Madrid",2,2
2020-09-13,"Mallorca","Ath Bilbao",0,0
2020-09-14,"Real Madrid","Levante",3,2
2020-09-14,"Leganes","Villarreal",0,3
2020-09-14,"Sociedad","Ath Madrid",2,0
2020-09-14,"Barcelona","Valencia",5,2
2020-09-15,"Eibar","Espanol",1,2
2020-09-15,"Alaves","Sevilla",0,1
2020-09-15,"Celta","Granada",0,2
2020-09-15,"Valladolid","Osasuna",1,1
2020-09-15,"Betis","Getafe",1,1
2020-09-20,"Osasuna","Betis",0,0
2020-09-21,"Villarreal","Valladolid",2,0
2020-09-21,"Levante","Eibar",0,0
2020-09-21,"Ath Madrid","Celta",0,0
2020-09-21,"Granada","Barcelona",2,0
2020-09-22,"Getafe","Mallorca",4,2
2020-09-22,"Espanol","Sociedad",1,3
2020-09-22,"Valencia","Leganes",1,1
2020-09-22,"Ath Bilbao","Alaves",2,0
2020-09-22,"Sevilla","Real Madrid",0,1
2020-09-24,"Valladolid","Granada",1,1
2020-09-24,"Betis","Levante",3,1
2020-09-24,"Barcelona","Villarreal",2,1
2020-09-25,"Leganes","Ath Bilbao",1,1
2020-09-25,"Mallorca","Ath Madrid",0,2
2020-09-25,"Valencia","Getafe",3,3
2020-09-25,"Real Madrid","Osasuna",2,0
2020-09-26,"Eibar","Sevilla",3,2
2020-09-26,"Celta","Espanol",1,1
2020-09-26,"Sociedad","Alaves",3,0
2020-09-27,"Villarreal","Betis",5,1
2020-09-28,"Ath Bilbao","Valencia",0,1
2020-09-28,"Getafe","Barcelona",0,2
2020-09-28,"Granada","Leganes",1,0
2020-09-28,"Ath Madrid","Real Madrid",0,0
2020-09-29,"Espanol","Valladolid",0,2
2020-09-29,"Eibar","Celta",2,0
2020-09-29,"Alaves","Mallorca",2,0
2020-09-29,"Levante","Osasuna",1,1
2020-09-29,"Sevilla","Sociedad",3,2
2020-10-04,"Betis","Eibar",1,1
2020-10-05,"Leganes","Levante",1,2
2020-10-05,"Real Madrid","Granada",4,2
2020-10-05,"Valencia","Alaves",2,1
2020-10-05,"Osasuna","Villarreal",2,1
2020-10-06,"Mallorca","Espanol",2,0
2020-10-06,"Celta","Ath Bilbao",1,0
2020-10-06,"Valladolid","Ath Madrid",0,0
2020-10-06,"Sociedad","Getafe",1,2
2020-10-06,"Barcelona","Sevilla",4,0
2020-10-18,"Granada","Osasuna",1,0
2020-10-19,"Eibar","Barcelona",0,3
2020-10-19,"Ath Madrid","Valencia",1,1
2020-10-19,"Getafe","Leganes",2,0
2020-10-19,"Mallorca","Real Madrid",1,0
2020-10-20,"Alaves","Celta",2,0
2020-10-20,"Sociedad","Betis",3,1
2020-10-20,"Espanol","Villarreal",0,1
2020-10-20,"Ath Bilbao","Valladolid",1,1
2020-10-20,"Sevilla","Levante",1,0
2020-10-25,"Villarreal","Alaves",4,1
2020-10-26,"Leganes","Mallorca",1,0
2020-10-26,"Valladolid","Eibar",2,0
2020-10-26,"Ath Madrid","Ath Bilbao",2,0
2020-10-27,"Celta","Sociedad",0,1
2020-10-27,"Granada","Betis",1,0
2020-10-27,"Levante","Espanol",0,1
2020-10-27,"Sevilla","Getafe",2,0
2020-10-27,"Osasuna","Valencia",3,1
2020-10-29,"Alaves","Ath Madrid",1,1
2020-10-29,"Barcelona","Valladolid",5,1
2020-10-30,"Sociedad","Levante",1,2
2020-10-30,"Valencia","Sevilla",1,1
2020-10-30,"Ath Bilbao","Espanol",3,0
2020-10-30,"Betis","Celta",2,1
2020-10-30,"Real Madrid","Leganes",5,0
2020-10-31,"Eibar","Villarreal",2,1
2020-10-31,"Mallorca","Osasuna",2,2
2020-10-31,"Getafe","Granada",3,1
2020-11-02,"Espanol","Valencia",1,2
2020-11-02,"Levante","Barcelona",3,1
2020-11-02,"Sevilla","Ath Madrid",1,1
2020-11-02,"Real Madrid","Betis",0,0
2020-11-03,"Valladolid","Mallorca",3,0
2020-11-03,"Villarreal","Ath Bilbao",0,0
2020-11-03,"Osasuna","Alaves",4,2
2020-11-03,"Celta","Getafe",0,1
2020-11-03,"Leganes","Eibar",1,2
2020-11-03,"Granada","Sociedad",1,2
2020-11-08,"Sociedad","Leganes",1,1
2020-11-09,"Alaves","Valladolid",3,0
2020-11-09,"Valencia","Granada",2,0
2020-11-09,"Eibar","Real Madrid",0,4
2020-11-09,"Barcelona","Celta",4,1
2020-11-10,"Mallorca","Villarreal",3,1
2020-11-10,"Ath Bilbao","Levante",2,1
2020-11-10,"Ath Madrid","Espanol",3,1
2020-11-10,"Getafe","Osasuna",0,0
2020-11-10,"Betis","Sevilla",1,2
2020-11-22,"Levante","Mallorca",2,1
2020-11-23,"Leganes","Barcelona",1,2
2020-11-23,"Betis","Valencia",2,1
2020-11-23,"Granada","Ath Madrid",1,1
2020-11-23,"Real Madrid","Sociedad",3,1
2020-11-24,"Espanol","Getafe",1,1
2020-11-24,"Osasuna","Ath Bilbao",1,2
2020-11-24,"Eibar","Alaves",0,2
2020-11-24,"Villarreal","Celta",1,3
2020-11-24,"Valladolid","Sevilla",0,1
2020-11-29,"Celta","Valladolid",0,0
2020-11-30,"Alaves","Real Madrid",1,2
2020-11-30,"Sociedad","Eibar",4,1
2020-11-30,"Mallorca","Betis",1,2
2020-11-30,"Valencia","Villarreal",2,1
2020-12-01,"Sevilla","Leganes",1,0
2020-12-01,"Ath Bilbao","Granada",2,0
2020-12-01,"Espanol","Osasuna",2,4
2020-12-01,"Getafe","Levante",4,0
2020-12-01,"Ath Madrid","Barcelona",0,1
2020-12-06,"Villarreal","Ath Madrid",0,0
2020-12-07,"Real Madrid","Espanol",2,0
2020-12-07,"Granada","Alaves",3,0
2020-12-07,"Levante","Valencia",2,4
